,Artist,URL
305,[Zendaya],[https://genius.com/Zendaya]
306,[B. Smyth],[https://genius.com/BSmyth]
307,[Prinz Pi],[https://genius.com/Prinzpi23]
308,[DJ Cassidy],[https://genius.com/djcassidy]
309,[Fixpen Sill],[https://genius.com/FixpenSill]
310,[Capital Cities],[https://genius.com/CapitalCities]
311,[Skizzy Mars],[https://genius.com/SkizzyMars]
312,[Cro],[https://genius.com/Cro]
313,[Hollywood Undead],[https://genius.com/HollywoodUndead]
314,[Dee-1],[https://genius.com/Dee1music]
315,[Rivers Cuomo],[https://genius.com/RiversCuomo]
316,[YACHT],[https://genius.com/YACHT]
317,[Cappadonna],[https://genius.com/Cappadonna1]
318,[Danny Seth],[https://genius.com/DannySeth]
319,[DJ Paul],[https://genius.com/djpaul]
320,[Maddie & Tae],[https://genius.com/maddieandtae]
321,[Ratatat],[https://genius.com/Ratatat]
322,[Gangsta Boo],[https://genius.com/GangstaBooQOM]
323,[Binary Star],[https://genius.com/BinaryStar]
324,[Damian Marley],[https://genius.com/damianmarley]
325,[Bilal],[https://genius.com/Bilal]
326,[Junot Díaz],[https://genius.com/kidskeya]
327,[John Newman],[https://genius.com/JohnNewman]
328,[Kidd Kidd],[https://genius.com/kiddkidd]
329,[Years & Years],[https://genius.com/YearsandYears]
330,[Buckshot],[https://genius.com/buckshot]
331,[Natalie Prass],[https://genius.com/NataliePrass]
332,[Speedy Ortiz],[https://genius.com/speedyortiz]
333,[Amir Obè],[https://genius.com/AmirObe]
334,[Tyler Farr],[https://genius.com/TylerFarr]
335,[Kristian Bush],[https://genius.com/KristianBush]
336,[Pokey LaFarge],[https://genius.com/PokeyLaFarge]
337,[JMSN],[https://genius.com/iamjmsn]
338,[James Fauntleroy],[https://genius.com/JamesFauntleroy]
339,[David Banner],[https://genius.com/DavidBanner]
340,[Tanlines],[https://genius.com/EricEmm]
341,[Michael Bolton],[https://genius.com/MBolton]
342,[Christopher Owens],[https://genius.com/ChristopherOwens]
343,[Emperor Ranks],[https://genius.com/EmperorRanks]
344,[Jake Miller],[https://genius.com/JakeMillerMusic]
345,[Pete Yorn],[https://genius.com/PeteYorn]
346,[O.C.],[https://genius.com/OC]
347,[LecHad],[https://genius.com/LecHad]
348,[Ashton Kutcher],[https://genius.com/AshtonKutcher]
349,[Masta Killa],[https://genius.com/masta_killa1]
350,[Devin The Dude],[https://genius.com/DevinTheDudeRG]
351,[No Malice],[https://genius.com/NoMalice]
352,[Screen Genius],[https://genius.com/TheScreenGenius]
353,[Costa Gold],[https://genius.com/CostaGold]
354,[Rostam],[https://genius.com/rostam]
355,[Carrie Underwood],[https://genius.com/CarrieUnderwood]
356,[Sokół (PL)],[https://genius.com/Sokol_pl]
357,[D.A.],[https://genius.com/DAWALLACH]
358,[The Granite Shore],[https://genius.com/TheGraniteShore]
359,[Killer Mike],[https://genius.com/KillerMike]
360,[AZ],[https://genius.com/RealAZ]
361,[Tsu Surf],[https://genius.com/TsuSurf]
362,[Souls of Mischief],[https://genius.com/SOMHiero]
363,[Dwyane Wade],[https://genius.com/RealDwyaneWade]
364,[Dirt Nasty],[https://genius.com/DirtNasty]
365,[George Clinton],[https://genius.com/george_clinton]
366,[Jermaine Dupri],[https://genius.com/jermainedupri]
367,[Eli Young Band],[https://genius.com/eliyoungband]
368,[Sheryl Sandberg],[https://genius.com/SherylSandberg]
369,[Kevin Durant],[https://genius.com/KevinDurant]
370,[Ryan Leslie],[https://genius.com/RyanLeslie]
371,[Chiddy Bang],[https://genius.com/ChiddyBang]
372,[Highasakite],[https://genius.com/Highasakite]
373,[Jon Connor],[https://genius.com/JonConnor]
374,[ItsTheReal],[https://genius.com/itsthereal]
375,[Jake Owen],[https://genius.com/JakeOwen]
376,[Nico & Vinz],[https://genius.com/nicoandvinz]
377,[Sadat X],[https://genius.com/SadatX]
378,[Nitty Scott],[https://genius.com/NittyScottMC]
379,[Metta World],[https://genius.com/Metta_World]
380,[Tortoz],[https://genius.com/tortoz]
381,[Eligh],[https://genius.com/Eligh]
382,[Phénomène Bizness],[https://genius.com/KVN94400]
383,[Sir Michael Rocks],[https://genius.com/SirMichaelRocks]
384,[Riz MC],[https://genius.com/RizAhmed]
385,[Black Cobain],[https://genius.com/Blackcobain]
386,[Edward Sharpe and the Magnetic Zeros],[https://genius.com/EdwardSharpeAndTheMagneticZeroes]
387,[King Mez],[https://genius.com/KingMez]
388,[Muggs],[https://genius.com/DJMuggs]
389,[Karmin],[https://genius.com/Karmin]
390,[HipHop.de],[https://genius.com/hiphopde]
391,[The Mad Rapper],[https://genius.com/DDotAngelettie]
392,[​of Montreal],[https://genius.com/OfMontreal]
393,[Dirty Heads],[https://genius.com/DuddyB]
394,[Zack O'Malley Greenburg],[https://genius.com/SnoopZoggyZogg]
395,[King Chip],[https://genius.com/KingChip]
396,[Rick Rubin],[https://genius.com/RickRubin]
397,[Devonté Hynes],[https://genius.com/devhynes]
398,[Captain Murphy],[https://genius.com/xCaptainMurphyx]
399,[MC Serch],[https://genius.com/MCSERCH]
400,[LOAM],[https://genius.com/LOAMVRAI]
401,[Mykki Blanco],[https://genius.com/MykkiBlanco]
402,[Max Herre],[https://genius.com/MaxHerreOfficial]
403,[Vado],[https://genius.com/VADO_MH]
404,[Felix Salmon],[https://genius.com/FelixSalmon]
405,[Papoose],[https://genius.com/Papooseonline]
406,[Toni Braxton],[https://genius.com/ToniBraxton]
407,[Maejor Ali],[https://genius.com/MaejorAli]
408,[The World Famous Tony Williams],[https://genius.com/TWFTonyWilliams]
409,[Eric Biddines],[https://genius.com/EricBiddines]
410,[DJ Premier],[https://genius.com/DJPremier1]
411,[Hot Sugar],[https://genius.com/HotSugar]
412,[Judith Butler],[https://genius.com/brunobee]
413,[Ludwig Göransson],[https://genius.com/Ludwig]
414,[Chuck Inglish],[https://genius.com/ChuckInglish]
415,[Sage Francis],[https://genius.com/StrangeFamous]
